name,impl,M,N,K,group_size,priority,tag,ms_mean,ms_p50,ms_p95,ms_min,tflops_mean,speedup_vs_fp16,error
8b-b1,fp16,1,4096,4096,128,0,llama-3-8b,0.03149350357055664,0.031086080074310303,0.03273663997650147,0.030670719146728517,1.0654397953795818,1.0,
8b-b1,marlin,1,4096,4096,128,0,llama-3-8b,0.049491456031799316,0.049548802375793455,0.05056960105895996,0.04887360095977783,0.6779843369013141,0.6363422314817611,
8b-b4,fp16,4,4096,4096,128,0,llama-3-8b,0.03054387187957764,0.030387840270996093,0.030972800254821777,0.03024319887161255,4.394260443769775,1.0,
8b-b4,marlin,4,4096,4096,128,0,llama-3-8b,0.04976857566833496,0.04982399940490723,0.05031424045562744,0.049259519577026366,2.6968368332348205,0.6137180232588221,
8b-b8,fp16,8,4096,4096,128,0,llama-3-8b,0.031084928035736082,0.0308134388923645,0.03185983896255493,0.03056960105895996,8.635550183400756,1.0,
8b-b8,marlin,8,4096,4096,128,0,llama-3-8b,0.04965529632568359,0.04962175846099853,0.05010816097259521,0.049258241653442385,5.405978331885517,0.626014349644668,
70b-tp2-b1,fp16,1,8192,4096,128,0,llama-3-70b,0.050512895584106446,0.04921984195709229,0.05594431877136231,0.04904191970825195,1.3285491402539071,1.0,
70b-tp2-b1,marlin,1,8192,4096,128,0,llama-3-70b,0.04932083320617676,0.04902592182159424,0.05009727954864502,0.048891520500183104,1.360659576034809,1.0241695506835111,
70b-tp2-b4,fp16,4,8192,4096,128,0,llama-3-70b,0.049335807800292966,0.04932799816131592,0.04952127933502197,0.049187841415405276,5.440986333630194,1.0,
70b-tp2-b4,marlin,4,8192,4096,128,0,llama-3-70b,0.06605465698242188,0.04948544025421143,0.1330508804321289,0.04902656078338623,4.063838467459374,0.7468937097564817,
70b-tp2-b8,fp16,8,8192,4096,128,0,llama-3-70b,0.049490047454833985,0.04956799983978272,0.0496127986907959,0.049237117767333985,10.848058137142898,1.0,
70b-tp2-b8,marlin,8,8192,4096,128,0,llama-3-70b,0.04924096012115479,0.04936704158782959,0.049479680061340334,0.04883967876434326,10.902933465940905,1.0050585393352673,
